IBM,JPM,GE
87.59,35.88,30.31
87.75,36.27,30.94
86.75,36.09,30.7
88.6429,36.85,31.18
88.75,36.99,31.3
88.48,36.87,31.27
88.0,36.8381,31.0
88.6445,37.05,31.18
87.85,37.15,31.1
87.95,37.3,31.2
88.75,37.53,31.48
88.64,38.05,31.55
89.8961,37.99,31.4
90.23,37.71,31.15
90.05,37.73,31.35
90.49,37.6,31.69
90.25,37.2794,31.78
90.5,37.28,32.04
90.2,37.41,32.34
90.4,37.2,32.58
89.28,37.0,32.5
90.1,37.1,32.86
90.28,37.62,33.22
89.95,37.78,33.2
89.71,38.09,32.8
88.35,37.95,32.34
88.3034,38.38,32.4
88.28,38.58,32.4
87.45,38.18,31.95
86.5,38.0,31.6
85.3,37.26,31.73
85.0,36.92,31.87
84.4,37.04,32.05
84.0,37.0,32.22
85.9,36.7,32.73
84.84,36.87,32.8
84.13,36.54,33.11
86.05,36.25,33.62
84.5,35.95,33.3
85.63,35.93,33.13
86.75,37.2496,33.33
85.0,36.53,32.55
85.7,36.6,32.83
84.85,36.44,32.67
85.6,36.63,32.5
85.88,37.0,33.3
86.2514,37.25,33.35
86.45,37.0,33.07
86.8686,37.23,32.65
86.7,37.45,33.2
85.3,37.0,32.65
85.97,37.24,32.85
84.38,36.15,31.8
83.48,36.06,31.53
84.0,36.2,31.9
83.7,36.82,31.9
83.05,36.9,31.98
82.54,36.82,31.7
83.7,36.95,31.87
84.105,37.95,32.31
83.6,37.9,32.1
84.75,38.32,32.63
84.52,37.97,32.66
85.2311,38.75,32.68
85.0,38.75,32.7
85.0,38.6,32.52
85.0,39.321,32.75
84.65,39.55,32.75
84.57,39.67,32.63
84.55,39.11,32.49
84.05,39.52,32.79
84.22,39.45,32.9
84.3082,39.75,33.0
84.7,39.85,33.05
84.9,39.62,33.34
85.86,39.51,33.6
86.43,39.62,33.8
86.9971,39.69,33.88
86.6,39.3,33.6
85.94,39.3675,33.82
86.2,39.31,33.58
86.4,39.6779,33.7
85.4,39.66,34.05
85.7,39.5,34.22
85.35,39.5,34.2
84.04,39.75,33.77
83.8,39.47,33.5
84.1,39.62,33.12
84.35,39.14,33.2
84.48,39.38,33.45
85.14,39.65,33.4
85.95,39.9,33.7
87.0,40.33,34.0
87.95,39.7,34.09
87.14,39.31,34.09
88.04,39.52,34.14
87.43,39.54,33.98
86.77,39.5,33.8
86.02,39.05,33.8
86.26,39.6,34.25
84.75,39.24,33.7
84.78,38.53,33.52
84.3,38.55,33.4
88.2,38.75,33.88
88.45,36.7,33.48
88.4,37.08,33.1479
88.22,37.8,33.37
87.36,37.47,33.1
88.33,37.02,33.1
88.58,37.35,33.57
89.8,37.85,33.8
89.4,38.42,33.9
89.33,38.77,34.1
89.55,38.5,33.95
91.2458,39.35,34.4
91.05,38.75,34.36
92.4,39.64,35.2
92.5,39.32,35.09
93.0,39.33,35.02
92.92,39.18,35.48
93.6,39.2,35.4209
94.66,38.93,35.97
95.08,39.0,36.25
95.25,38.5,36.05
95.3,38.5,36.28
95.36,38.2,36.4
94.95,37.9,36.83
94.3,37.42,36.25
94.7,37.65,35.97
95.04,37.78,35.85
95.05,37.7,35.6
94.94,37.69,35.57
95.15,37.1802,35.2986
94.5,37.8,35.36
95.65,38.25,35.85
96.55,38.38,35.84
96.88,37.95,35.65
97.6913,38.2,35.6
96.43,37.81,35.65
96.2008,37.2501,35.58
96.1,37.69,36.15
96.85,38.0,36.8521
96.3,38.32,37.39
96.92,38.8,37.39
96.8,38.8,37.3
97.0,38.2,36.4
96.3545,38.6,36.92
96.59,38.65,37.11
97.35,38.95,36.77
97.5,39.12,36.75
97.69,39.2,36.85
97.4,38.97,36.54
97.8096,39.01,36.57
98.1,39.16,36.63
98.6,39.08,36.65
98.97,39.48,36.71
97.74,38.98,36.6
96.6,38.6,36.15
96.5375,38.77,36.03
96.5,38.69,36.36
95.78,38.27,35.8805
95.68,38.1,35.6
95.0,38.0,35.43
95.39,38.0,35.6
94.01,37.78,35.36
93.6439,37.71,35.28
94.95,38.01,35.82
92.61,37.8,35.45
92.9988,37.25,35.8
92.7,36.86,35.22
91.98,36.99,35.65
92.3,36.8,35.94
91.5,36.62,35.6
92.68,36.8821,35.55
93.65,37.28,35.9516
93.67,37.5,36.0
93.78,37.5,36.1776
93.87,37.53,36.15
93.01,37.44,36.02
94.3442,37.7,36.05
94.21,37.92,36.28
94.14,37.61,36.32
92.95,37.56,36.17
92.7,37.3,36.0
93.16,37.57,36.23
93.5,37.67,36.27
94.23,37.34,36.26
94.5,37.28,36.13
93.75,36.65,36.06
92.67,36.51,35.59
92.29,36.18,35.15
91.98,36.52,35.1
92.35,36.68,35.55
92.53,36.97,35.42
92.64,37.0,35.27
92.75,37.0,35.08
93.15,37.15,35.74
92.94,37.25,35.82
92.35,37.51,36.12
91.7,37.23,36.03
92.02,36.73,35.88
92.35,36.48,35.8493
92.25,36.26,36.03
91.5,36.11,35.8
92.0,36.51,36.28
90.74,36.25,35.81
90.49,36.22,35.6512
89.86,36.16,35.41
89.42,35.88,35.73
89.61,36.0,36.0
89.97,35.06,35.5
90.8,35.1,35.89
90.71,34.93,35.9
90.74,34.65,35.82
90.321,34.52,35.6
90.4603,34.9,36.1
91.4902,34.79,36.18
90.08,33.67,35.52
90.23,34.1,35.2207
89.05,34.75,35.58
89.0052,34.75,35.58
88.28,34.86,35.7
87.35,34.67,35.8
85.9,34.62,35.67
85.76,35.05,36.05
84.51,34.5677,35.98
78.9945,34.25,35.82
77.15,34.25,35.75
76.98,34.73,36.25
75.4788,35.57,35.85
73.0,35.02,35.8
74.23,34.77,36.0
75.1,34.98,36.35
74.68,35.18,36.4
75.6,35.0816,36.05
77.05,35.3,36.08
77.05,35.03,35.82
76.88,35.58,36.08
76.78,35.58,36.0509
76.6,35.51,36.11
78.0,36.15,36.15
75.56,36.0,35.82
75.26,35.56,35.84
74.75,35.6034,36.06
73.63,35.14,35.9
73.53,35.35,36.17
72.53,34.83,35.87
73.09,34.59,35.85
73.93,34.51,36.1
75.0,35.6,36.5
76.5,35.83,36.9
77.28,36.19,36.95
76.3,35.9,36.83
76.14,35.9678,37.02
75.42,35.79,37.09
76.45,36.04,37.02
77.11,35.95,36.92
77.3,35.83,36.88
75.57,35.56,36.48
76.75,35.25,36.93
77.06,35.62,36.8
75.8,35.47,36.65
75.0,35.52,36.77
75.04,35.55,36.98
74.58,35.52,36.75
74.75,35.6,36.7
74.5,35.29,36.62
75.05,35.4485,36.5
75.7,35.74,36.45
76.4,35.66,36.27
77.7,36.19,36.21
76.03,35.9,36.32
76.7,36.05,36.27
76.83,36.06,36.23
76.81,36.3,35.5
75.17,35.5,34.7479
74.01,35.58,34.72
73.83,35.77,34.84
75.26,35.98,35.18
74.8,35.71,35.0
74.3,35.22,34.85
74.38,35.0,34.63
74.8,35.0,34.55
75.15,34.6,34.18
77.38,34.61,34.38
79.4,34.81,35.1887
79.2,34.96,35.05
81.16,35.25,35.1
82.0,35.6512,35.39
82.43,35.69,35.34
81.99,35.67,35.38
84.72,35.51,35.36
83.2,35.22,35.33
84.6,35.7,35.18
83.98,35.4,35.2391
83.98,35.55,35.2
84.15,35.64,34.83
83.8004,35.52,34.71
83.55,35.36,34.88
83.3,35.45,34.8
82.9964,35.3227,34.5711
83.27,35.47,34.25
83.31,35.56,34.26
83.75,35.4184,34.15
82.75,35.35,33.85
83.41,35.31,33.85
83.4,35.07,33.97
83.65,35.26,34.3
81.93,34.8,34.02
82.15,34.64,34.32
81.9,34.27,34.12
82.0663,34.66,34.11
81.4,34.65,33.88
81.096,34.46,34.04
81.36,34.8,34.09
82.75,34.59,34.07
82.7,34.51,34.0
81.53,34.31,33.92
81.45,33.99,33.5
80.81,34.14,33.5
80.0,33.43,33.17
81.0,33.72,33.5
80.35,33.59,33.2
80.16,33.75,33.43
79.5,34.28,33.4
79.7,34.25,33.45
80.7,34.9,33.89
81.28,34.94,34.01
80.86,34.63,33.94
81.03,34.79,34.0
81.49,34.4,34.35
80.75,34.4,34.27
80.43,34.35,34.07
80.38,34.23,34.52
79.74,34.88,34.3
79.27,34.52,34.14
78.0,34.29,33.52
77.56,33.9,33.33
77.7,34.22,33.2984
78.31,34.25,33.58
77.17,34.05,33.47
78.06,33.89,33.68
79.25,33.85,33.3
80.02,34.23,33.65
80.22,34.19,33.6
80.6525,34.12,33.33
80.11,33.73,32.9
79.82,33.51,33.18
80.25,33.88,33.9
81.24,34.0,34.23
82.25,33.49,33.99
82.75,33.15,33.58
81.7,32.98,33.75
82.6,33.9779,34.4
82.36,34.21,34.21
84.3264,33.98,34.0
82.41,34.1474,33.93
84.0,34.89,34.46
83.08,34.77,33.95
83.15,35.26,33.76
83.08,35.7,34.01
82.97,35.71,33.98
82.53,36.1,33.63
82.32,36.22,33.68
81.51,36.5,34.0
81.8519,36.79,33.97
81.2,36.71,33.6
81.55,37.26,33.9
82.91,37.1,33.98
83.1,37.46,34.1
83.41,37.44,33.88
82.71,37.35,33.85
82.7,37.75,33.97
84.2,38.17,34.55
84.25,37.98,34.66
84.03,38.02,34.41
85.45,37.91,34.39
86.18,37.7017,34.58
88.0,38.0,35.46
87.6,38.0013,35.76
86.88,37.67,36.05
88.12,38.2084,36.05
88.95,38.98,35.9996
88.8,39.0,36.2
89.18,38.86,36.13
89.05,39.02,35.95
89.15,38.52,35.85
89.0,38.39,35.7514
88.4,38.83,35.42
88.56,39.15,35.9
89.0,38.85,35.8
88.57,38.47,35.57
86.8,38.66,35.43
87.01,39.14,35.66
84.5,39.02,35.5
83.65,39.4106,35.67
82.88,39.56,35.94
83.89,39.73,36.03
83.23,39.71,36.0
82.95,39.69,35.67
82.46,39.66,35.66
82.61,39.94,35.17
84.0,40.12,35.56
83.48,40.3982,35.57
83.1,40.11,35.06
82.7963,39.86,35.11
81.85,39.71,35.12
82.45,39.8295,35.1
82.2,39.78,35.35
81.4,39.61,35.2716
83.95,39.9249,35.38
83.9,39.88,35.4
83.15,40.5,35.27
84.37,40.73,35.14
83.82,40.25,35.45
82.9976,39.78,34.9
82.8,39.48,35.63
84.0,39.11,34.9
84.14,39.34,34.9
83.04,38.81,34.2982
81.33,38.14,33.53
81.39,38.27,33.55
81.05,38.16,33.15
81.5,38.71,32.93
80.75,39.25,32.95
80.21,39.52,32.9
81.5,40.03,32.9
80.9,39.88,32.66
81.45,39.88,33.07
80.55,39.45,32.8
79.94,39.4,32.85
79.5,39.2,32.66
80.58,39.28,32.31
80.4,39.53,32.78
80.4,39.62,32.92
81.33,39.77,33.1971
80.55,39.66,33.1802
80.8571,39.97,33.54
80.68,40.45,33.44
80.91,40.66,33.35
80.1,40.63,33.61
80.0,40.89,33.55
81.2,41.26,33.25
80.65,40.94,33.25
79.97,41.55,33.22
80.1,41.59,33.2
80.2,41.16,32.97
79.55,41.63,32.7
79.51,41.5,32.75
79.91,41.48,33.06
80.01,41.02,33.04
80.25,41.49,33.06
81.26,41.5,33.38
81.03,41.06,33.28
81.56,41.45,33.66
81.51,41.26,33.5
82.65,41.16,33.78
83.43,41.42,34.65
83.35,41.35,34.47
83.11,41.31,34.54
83.82,41.27,34.51
83.35,41.19,34.38
84.23,42.05,34.45
82.99,41.99,34.03
82.98,41.86,33.87
82.86,41.93,33.71
82.2,41.73,33.55
82.88,41.5416,34.07
82.95,41.78,34.74
82.72,41.95,34.79
83.05,41.6,34.87
83.33,42.17,34.6486
83.7,42.39,34.3
83.6,42.25,34.55
82.27,41.93,34.06
81.83,42.0,33.92
81.1,41.8323,34.3
81.18,41.96,34.19
81.92,42.28,33.76
81.89,42.22,33.52
83.95,42.4,33.95
81.65,42.5,33.8
82.49,42.88,34.25
81.3,42.51,33.81
81.95,42.53,34.0
82.84,42.39,34.07
82.7,42.66,33.9
83.51,44.1,34.49
82.59,45.38,34.64
82.11,45.0,34.39
82.54,45.59,34.22
82.87,45.51,34.5
82.946,45.91,34.9419
82.6,46.6,35.1
82.49,45.94,34.95
82.9,45.74,34.94
82.65,45.9193,34.5
82.47,44.95,34.38
81.8,44.33,34.1
83.0,44.6,34.7402
81.75,43.8,34.62
80.4997,43.29,34.49
80.86,42.9,34.23
79.83,42.75,34.05
80.25,42.74,34.1
79.35,42.1,33.76
79.89,42.65,34.35
80.16,43.1,34.47
80.35,42.9,34.34
80.15,42.66,34.15
79.89,42.75,34.3
80.5,43.8,34.64
79.1,43.66,34.55
79.06,42.97,34.4
79.78,42.37,34.55
78.5543,42.0,34.33
77.24,42.35,34.52
77.63,42.1,34.17
77.14,41.35,33.73
76.93,40.64,33.7
77.85,40.1,33.98
78.44,40.6,33.86
77.9,40.17,33.95
77.84,40.14,33.7211
77.99,40.13,33.83
78.16,41.1204,33.27
77.15,40.83,33.18
77.04,40.67,33.18
77.32,40.69,33.05
76.53,41.17,32.93
76.89,41.68,32.98
77.7,42.93,33.33
77.54,42.05,33.1
78.0,42.87,33.23
77.59,42.4,33.31
78.09,42.45,33.35
76.18,42.54,33.3
76.25,42.36,33.37
76.07,42.8788,33.21
75.01,41.95,33.01
74.24,41.25,32.29
73.35,40.81,32.08
73.7,40.95,32.36
76.0,41.9,32.58
75.73,43.05,32.85
75.4917,43.17,32.61
74.92,43.4,32.48
75.99,44.15,32.8
75.48,44.5,32.74
75.83,44.68,32.75
76.38,44.88,32.8
76.44,45.1,32.8
76.65,45.79,32.65
76.21,45.9,32.55
76.0,45.15,32.55
76.65,45.96,32.91
75.6355,45.0,32.68
75.63,45.48,32.8
75.56,45.12,32.48
75.2,44.25,32.35
75.34,44.05,32.62
76.05,44.3,32.71
76.9,44.15,33.19
77.48,45.44,33.37
78.93,45.28,33.7
79.38,45.68,33.71
79.51,45.41,34.0
79.28,45.27,33.9
78.95,45.2,33.7509
78.9,45.7,33.94
79.2,45.68,33.72
79.91,45.4,33.7
80.06,45.88,33.9
81.26,45.89,34.2
81.3,45.7016,34.29
81.13,45.85,34.18
81.19,45.64,34.08
80.29,45.65,33.87
79.9,45.89,33.85
79.5949,45.0,33.9
80.6,45.59,33.85
81.14,45.39,34.43
82.2489,46.01,34.7
81.9,46.41,34.5488
83.21,46.86,34.9
82.56,46.7,34.65
81.97,46.73,34.85
82.37,46.95,34.87
82.61,47.08,34.9
81.75,46.7,34.36
81.65,47.11,34.33
81.9,46.91,34.9
82.0,46.79,35.33
81.85,47.0,35.4
81.9,47.15,35.42
81.76,46.96,35.4
81.88,46.95,35.51
81.65,47.05,35.67
82.81,47.29,36.01
82.93,47.1,36.08
83.14,46.86,36.14
83.71,47.29,36.1
84.15,47.3,36.2
84.2,47.7028,36.25
84.45,48.02,35.93
86.08,47.98,35.73
86.33,47.05,35.35
90.51,47.84,35.82
89.8,47.21,35.4
90.04,46.88,35.4
90.05,46.83,35.28
90.91,47.07,35.45
91.21,47.3,35.55
91.83,47.35,35.75
90.91,47.57,35.46
89.8,47.34,35.22
91.5,47.78,35.28
92.5,47.75,35.2
91.8,46.93,34.88
91.76,47.15,34.78
91.5,47.18,35.02
92.42,47.5,35.35
92.25,47.49,35.45
92.59,47.65,35.51
92.3,47.45,35.3
91.55,47.4,35.28
92.0,47.49,35.46
93.08,47.57,35.51
93.07,47.5,35.87
93.42,47.99,35.85
93.6,47.66,36.17
93.01,47.78,35.98
92.9,47.6,35.8
93.05,47.22,35.8482
92.71,47.14,35.568
90.65,46.46,35.3
91.35,46.21,35.25
91.35,46.7209,35.41
91.8918,46.5,35.38
92.5,46.28,35.43
93.51,46.9,35.41
94.48,47.07,35.35
94.0,47.08,35.1599
93.65,46.66,35.15
93.72,46.7,35.24
93.6,47.56,35.21
94.78,47.78,35.85
94.97,47.61,35.49
95.61,48.2,36.28
94.95,48.3,37.45
95.1,48.03,37.75
96.1,48.3294,38.1301
95.78,48.42,38.05
95.75,48.64,37.89
95.0,47.98,37.6
96.3,48.54,37.79
97.11,48.8,37.76
96.9973,48.75,37.48
97.18,48.0,37.41
97.25,48.05,37.97
97.6,48.17,37.57
98.5,47.57,37.45
99.08,47.9,37.78
98.5,47.47,37.3797
99.0,48.0,37.5
98.99,48.1,37.84
99.4,48.16,38.0
100.69,48.6516,38.18
99.8,48.05,38.01
95.0,48.3,37.15
96.42,48.87,37.13
96.9083,49.5692,36.68
97.0835,49.68,36.7
97.22,50.24,36.65
97.52,50.0,36.45
97.7,49.57,36.07
98.5694,49.7,36.2
98.8,50.07,36.0004
98.97,50.96,36.18
99.1,51.22,36.26
99.17,50.81,36.27
100.0,50.85,36.4
99.8,50.84,36.32
98.9,51.06,36.06
99.52,51.02,35.71
98.8,50.59,35.55
98.6,50.35,35.64
98.5,51.09,35.93
99.06,51.05,36.36
99.12,51.16,36.07
98.66,51.15,35.8609
98.9,51.45,35.99
98.8,51.8,35.82
98.4,51.55,35.33
97.86,51.17,35.26
96.0,50.61,35.3
93.71,49.07,34.8
90.25,48.98,34.61
92.0,48.95,34.93
90.25,47.6,34.7405
92.4,47.97,34.73
93.97,48.69,34.74
94.5,48.79,34.6
93.48,49.12,34.57
93.29,48.64,34.28
93.86,48.45,34.27
92.65,46.72,34.09
93.4,47.14,34.2
94.45,47.62,34.6
93.95,47.2021,34.5
94.0,47.51,34.63
94.4946,47.81,34.75
95.1,49.06,35.44
94.8267,48.59,35.79
95.0,48.55,35.85
94.71,48.59,35.8
93.9,48.29,35.7
94.66,48.24,35.6
94.2345,48.61,35.56
94.51,48.38,35.36
95.45,48.25,35.43
95.8,48.56,35.37
95.98,48.35,35.13
96.426,48.78,35.1
96.4109,49.01,34.8
96.51,49.1,35.0
95.03,49.52,35.16
95.75,49.45,35.6
94.99,49.47,35.5
96.3,49.97,35.37
94.8,51.57,35.16
94.5,52.03,35.05
95.0209,52.65,35.23
95.16,52.35,35.13
97.23,52.06,34.8
98.7444,52.24,34.98
101.0,52.77,35.46
100.3,52.77,36.1
101.11,52.46,36.9
102.06,52.4,36.8186
102.8,52.0,37.12
101.7477,52.83,37.34
102.75,52.8,37.44
102.76,52.81,37.23
102.42,52.48,37.09
103.93,52.5499,36.92
103.82,52.7891,37.1
104.69,52.12,36.8
105.81,52.0,37.0
105.4033,52.09,36.67
105.1,52.37,36.7205
105.61,52.78,36.7505
105.84,52.62,36.8
107.67,52.38,37.31
106.95,52.56,37.22
106.8,52.33,37.5
105.45,52.0,37.74
103.9,51.53,37.43
105.57,51.6497,37.61
105.4,51.43,37.19
107.26,52.25,37.78
106.62,51.92,37.68
106.5,51.56,37.79
106.55,51.24,37.81
105.5,51.23,37.3
102.46,50.3,37.21
101.8,49.83,36.8
102.87,50.41,37.07
103.1144,50.22,37.35
102.85,49.63,37.25
103.1,49.93,37.6
104.22,50.6388,37.96
105.27,50.83,38.18
104.93,50.44,37.95
106.5,50.9096,39.45
105.77,49.69,38.95
105.96,49.56,38.71
104.73,48.72,38.33
105.1,48.45,38.3
104.75,48.26,37.82
105.52,49.25,38.15
105.96,49.23,38.23
105.3974,48.9,38.42
105.5,49.19,38.36
106.31,49.1,38.58
107.79,48.62,38.48
108.73,49.21,38.56
108.55,48.3,38.45
108.3,47.5215,37.8008
109.35,48.69,38.44
108.75,49.68,39.63
108.57,49.91,39.6
109.66,49.95,40.01
110.25,48.81,40.32
115.0,49.5,40.58
114.85,48.81,40.44
114.88,47.75,40.3
115.32,46.63,40.63
116.19,45.67,40.57
117.01,44.3,40.01
116.62,44.09,39.61
115.0,44.75,39.03
114.72,45.07,39.54
110.39,43.7,38.6
112.1,44.41,39.0
113.24,44.6,38.85
111.97,43.76,38.23
113.02,44.99,38.89
114.3,45.75,39.5
110.77,45.04,39.67
109.75,43.36,38.5
112.99,45.23,38.57
112.83,43.94,38.17
111.0012,43.13,37.58
110.98,42.75,36.51
111.87,48.08,38.11
110.9,47.17,38.49
108.9,46.12,38.03
110.09,46.67,38.6473
110.3957,46.45,39.21
111.45,45.5,39.04
113.0,45.75,39.2594
112.9,44.48,38.83
112.88,43.8813,38.24
113.62,43.64,38.32
115.99,45.0,38.8
116.34,44.4,38.84
117.48,44.83,38.77
117.92,44.24,38.81
116.2,43.27,38.91
116.15,43.75,38.8
116.35,43.96,39.2
116.95,44.5,39.39
116.3,44.42,40.01
115.05,45.23,40.24
114.7,45.39,40.08
115.0,45.68,40.36
116.9,47.97,41.77
116.27,47.62,41.5
117.89,47.5,41.6117
116.9,47.2,41.25
116.02,46.25,40.7477
116.94,46.26,41.18
117.5,46.2,41.4
117.14,46.05,41.26
117.61,45.47,41.28
119.31,46.99,42.03
117.65,46.71,41.95
116.2,47.2,41.7089
116.17,47.45,41.93
116.1,47.31,41.74
117.85,47.5928,41.51
118.0,47.47,41.92
118.99,47.01,41.95
118.5,46.67,40.8583
117.95,46.77,40.9
118.02,46.0,40.78
118.01,47.04,40.93
114.82,46.1,40.93
113.98,45.79,40.53
110.97,44.9,39.84
113.78,45.92,40.26
114.2,45.73,40.42
113.32,46.1,40.38
113.0,46.96,40.35
113.9,47.39,40.47
114.5,46.4055,40.49
114.75,46.95,40.62
115.5,45.65,40.89
114.42,44.45,40.5
115.11,42.69,39.95
113.49,42.69,40.2
113.56,42.93,39.9
105.65,42.51,39.2
104.92,41.4,38.52
101.89,42.11,38.24
102.73,43.3,38.5
106.12,45.9,39.9
103.24,44.6,38.93
104.51,43.74,38.5
104.34,42.7,38.48
102.59,41.37,38.15
101.41,40.81,37.65
103.1,41.5,37.3726
104.26,41.87,37.7507
102.7,40.92,36.8518
104.82,42.73,37.6901
107.24,43.38,38.29
108.57,45.38,38.6684
105.55,45.9,38.2
105.41,44.32,36.72
107.83,44.54,36.5985
108.0,44.88,36.7
109.68,46.21,37.25
109.38,46.8,37.26
109.34,47.11,37.4
109.17,47.03,37.95
108.0,45.83,37.0
107.31,45.24,37.48
105.37,44.82,36.82
105.08,44.7672,36.68
106.54,43.9,36.78
107.78,44.3277,36.6
109.8957,43.92,36.71
111.2,44.14,37.4
110.9,44.72,37.41
110.53,44.6,37.4
110.76,44.19,37.35
109.51,43.07,37.3
108.99,43.55,37.1
104.83,42.34,36.81
103.95,41.41,36.54
100.25,41.1,36.21
100.05,41.46,36.43
97.76,39.59,35.48
97.39,39.77,35.6
99.2,40.88,35.56
105.01,41.27,35.76
102.03,40.73,35.26
100.1417,40.46,34.33
102.0,41.57,34.7386
106.72,40.24,33.92
98.55,37.6604,33.2
99.63,40.4,33.75
106.38,45.83,34.6523
107.79,45.67,34.95
104.44,43.79,34.31
105.5,45.94,34.97
105.85,47.1,34.68
104.21,46.41,34.61
107.16,47.26,35.59
108.67,47.83,36.17
107.06,45.05,35.09
105.05,44.27,34.46
102.89,43.39,34.08
102.19,44.96,34.11
103.05,43.89,33.94
105.16,43.66,34.25
107.13,43.55,34.65
107.94,44.05,34.99
105.27,42.41,34.36
106.94,43.54,34.56
105.4198,42.371,34.0505
108.1,43.14,34.36
107.14,43.06,33.71
107.43,43.4283,33.55
109.52,43.73,34.07
113.84,43.07,33.8
115.6,44.0,33.98
114.04,41.88,33.74
113.86,40.55,33.34
113.4,39.37,33.17
116.41,39.36,33.73
115.06,38.18,33.54
111.85,36.89,32.67
113.12,37.73,32.44
115.8,38.48,32.41
116.44,38.85,33.449
115.6848,37.84,33.51
116.07,38.8,34.52
113.0,37.0,32.99
116.6,42.19,34.91
118.29,43.258,36.2
117.09,42.91,36.54
118.57,45.42,37.63
119.1,46.02,37.25
117.59,45.2719,37.02
116.02,44.22,37.26
115.86,43.2,36.87
114.15,42.71,36.5778
115.2,45.13,37.36
116.84,47.08,38.26
114.35,45.37,37.74
116.05,45.85,37.82
116.37,46.43,37.87
115.7273,45.2398,36.9
116.5,45.18,36.9
116.93,44.2,36.4
117.31,43.32,32.5
116.2,42.4,32.38
117.1,42.18,32.04
118.15,43.53,32.34
122.39,44.34,32.11
123.92,46.33,32.42
123.62,45.29,32.6999
123.87,44.96,32.5
123.69,45.41,32.49
123.38,45.37,32.44
124.5,47.29,33.01
122.61,47.67,33.47
122.04,47.34,33.19
123.34,47.25,32.85
121.06,47.68,32.8
123.3,49.9,33.41
122.29,48.32,33.36
121.5,47.34,33.07
122.7729,48.22,33.01
124.2,46.98,32.72
124.37,45.75,32.46
123.82,46.82,32.33
125.12,47.04,32.5283
126.52,46.0,32.42
127.33,46.05,32.66
128.46,47.32,32.45
127.68,46.55,32.13
126.05,45.66,32.25
125.05,43.7972,31.77
123.55,42.4,31.01
124.35,42.72,30.96
124.01,42.4,30.42
127.5,43.39,30.57
128.76,42.69,30.45
129.22,43.96,30.79
128.49,42.63,30.75
127.47,42.53,30.56
127.884,41.74,30.46
127.41,41.9,30.56
127.77,41.79,30.86
125.38,40.32,30.23
124.88,37.23,29.93
125.9,38.5,30.38
123.85,37.71,29.97
124.42,38.39,29.36
125.4607,39.48,28.69
127.1,40.36,29.18
124.55,38.53,28.7
123.67,38.79,28.17
124.81,37.69,27.86
123.0,37.99,27.59
123.08,36.81,27.37
123.67,37.9418,27.74
123.4408,37.16,27.59
121.02,36.45,26.81
120.03,34.86,26.35
117.5,33.69,26.42
118.41,34.36,27.2
119.95,35.12,26.75
119.62,35.5,27.1
120.55,34.3,27.1783
124.21,35.74,28.14
120.66,34.0,27.55
121.8,33.38,27.6
123.51,34.19,28.13
120.9952,30.73,27.0488
122.81,32.3,26.8
126.39,38.05,28.1
125.81,41.2,28.12
129.83,40.34,28.12
127.5,38.16,27.82
129.78,40.91,28.78
129.06,42.06,29.74
129.0,39.17,28.9514
127.69,39.41,28.7
126.54,37.94,27.78
128.12,41.41,28.73
128.1,40.63,28.6991
128.52,41.11,28.43
126.77,40.14,28.14
128.2,41.27,28.38
128.45,41.35,29.17
128.3,40.68,28.77
128.5,39.51,28.58
128.43,40.79,29.6211
126.01,40.99,29.92
125.0,37.64,29.58
125.0157,36.59,29.12
127.07,38.05,29.66
126.49,37.92,29.9696
123.63,36.01,29.2
123.5,35.52,28.74
121.58,36.18,28.3
123.3,37.22,28.91
124.48,37.4,29.04
122.58,36.17,28.49
122.42,36.55,28.27
124.06,37.66,28.35
123.71,38.51,28.78
122.87,39.56,28.54
118.34,38.91,28.45
117.99,39.3,28.39
114.15,37.5,27.49
118.0,42.39,28.88
117.78,40.81,28.9595
116.4,39.99,28.37
116.6,38.25,27.6989
118.66,40.84,27.73
115.36,38.39,24.82
113.73,35.58,22.17
114.79,39.08,23.99
112.91,36.53,23.74
119.59,47.0,29.12
118.45,45.6933,27.38
116.21,40.55,25.36
116.93,41.4966,25.08
117.75,42.25,23.66
117.21,40.55,24.75
117.44,46.58,25.12
115.83,44.63,23.87
115.51,46.91,24.0
108.4864,49.25,22.83
105.16,50.31,22.7
101.21,43.49,20.54
101.5,45.43,22.28
91.51,38.9299,20.02
95.29,41.03,21.4
87.414,35.03,18.7
90.4439,43.91,22.27
96.42,43.33,22.31
92.77,39.33,20.46
89.38,39.02,19.51
91.75,39.63,19.35
92.21,40.01,20.2608
92.22,39.92,19.93
87.0,39.15,20.04
84.09,37.36,19.24
79.27,35.12,17.46
80.27,35.1,18.04
81.4,34.95,18.37
87.74,37.11,19.54
91.0115,36.89,19.79
90.9,37.29,19.27
92.64,41.25,19.78
94.76,41.2509,19.83
92.93,41.73,20.69
87.68,38.96,19.75
85.78,38.23,18.62
87.99,38.28,19.34
83.25,35.8213,18.27
80.73,35.42,17.48
79.62,34.65,16.41
82.63,36.33,16.36
79.4,33.82,15.9506
79.13,32.76,16.03
79.93,31.69,15.87
75.0,27.74,14.1
72.74,23.74,13.56
75.7419,23.92,14.63
81.3724,29.63,15.94
79.52,28.76,15.44
81.0,30.3591,16.37
80.95,30.67,16.36
77.8,26.54,16.14
78.62,27.44,17.07
80.03,29.84,17.83
76.78,30.41,17.375
82.5717,33.97,18.42
83.82,35.6702,18.28
83.95,34.4,18.03
81.5,32.6,17.4
