IBM,JPM,GE
78.68,28.44,16.6
82.51,29.34,16.95
83.11,29.0114,17.13
85.44,31.5,17.62
85.77,32.16,17.54
85.22,30.11,16.16
83.2708,30.64,16.56
82.35,30.23,16.27
80.55,28.65,16.1
80.93,30.0521,16.05
81.72,29.99,15.95
81.83,29.89,15.8
83.5,30.7,15.8201
83.89,31.19,16.51
86.42,30.73,17.17
87.11,29.79,16.86
87.83,29.15,16.67
87.81,27.9,16.05
87.05,27.55,16.21
84.57,25.92,15.965
85.5,25.21,15.65
84.2,25.59,14.59
83.61,26.54,14.08
84.61,24.83,14.1997
84.76,21.0,13.95
86.29,19.29,11.88
89.8278,22.36,12.39
88.4,21.9188,12.69
89.77,25.0,12.48
91.77,25.12,12.73
92.7,27.19,13.31
93.58,26.74,13.33
92.23,25.81,12.72
90.6,25.0,12.03
91.07,25.03,11.88
93.74,24.2482,11.56
92.13,23.74,11.09
92.51,25.51,10.9
95.93,26.65,11.34
95.58,26.86,12.54
93.48,25.25,11.95
94.41,25.35,11.75
94.79,25.25,11.55
91.73,22.8,11.1995
91.17,22.18,11.07
91.06,22.07,10.94
88.05,19.71,9.71
89.3,20.9,9.58
84.63,20.13,8.95
86.0,20.83,9.09
86.85,23.32,9.28
88.1203,21.63,8.6
91.17,21.7,8.29
90.16,21.6796,7.84
88.97,21.74,7.24
88.13,18.5,6.75
87.47,17.19,7.0
84.7,15.37,6.95
85.11,17.35,8.01
87.51,20.35,9.23
88.59,20.15,8.73
90.4,23.5901,9.9
91.65,24.31,9.97
91.11,23.3006,9.85
89.46,24.82,9.93
92.84,27.25,11.2
93.16,24.66,10.05
93.7,25.3,10.28
97.69,28.05,10.22
98.47,27.19,10.74
98.47,29.05,10.85
95.99,28.27,10.77
92.0,25.67,10.33
94.9602,25.73,10.33
96.13,25.29,9.91
99.15,29.58,10.75
99.73,27.98,10.81
100.9,28.27,10.85
100.17,27.28,10.9
99.45,27.45,10.73
102.01,30.44,11.24
100.28,32.01,11.44
99.08,33.04,12.49
98.23,30.62,11.49
99.74,34.01,12.06
101.1823,33.35,12.4
100.2924,31.78,12.0
98.41,29.07,10.99
101.17,31.64,11.66
102.65,32.23,12.16
101.17,33.66,12.03
99.61,32.53,12.13
99.36,32.35,11.95
101.98,33.44,12.1703
104.55,35.01,12.53
103.78,32.85,12.74
105.26,33.06,12.96
106.0,35.45,13.25
105.23,35.82,13.47
104.65,38.5,14.3
103.58,36.8,14.3798
101.09,37.35,14.38
102.98,36.24,14.24
102.88,34.7,13.21
101.72,34.12,12.77
100.9,35.45,13.07
102.0,35.71,13.11
104.33,37.3,13.6395
105.51,36.61,14.03
103.07,34.19,13.51
102.67,35.26,13.36
101.32,34.12,13.0187
104.34,36.5,13.47
103.34,35.14,13.23
104.47,36.35,13.33
106.9451,37.4,13.82
107.51,35.07,13.7
106.53,34.4,13.65
106.17,34.4,13.62
107.33,35.72,13.96
106.64,34.5507,13.5
108.15,35.72,13.56
109.2,35.57,13.72
108.75,35.07,13.43
108.4,34.86,13.45
107.63,34.88,13.36
108.47,34.27,13.18
107.46,33.43,12.7099
106.93,32.85,12.19
106.31,34.65,12.13
105.18,34.69,11.86
104.75,33.11,11.53
105.39,33.78,11.77
103.7,33.48,11.6192
106.5,33.88,11.9
105.99,34.55,11.82
105.69,34.5977,11.84
105.0,34.2698,11.76
103.8,33.36,11.6396
101.57,32.0289,11.37
101.34,32.63,11.47
100.2976,32.93,10.99
101.12,32.89,10.94
100.97,33.3092,10.74
101.28,32.87,10.88
103.42,34.53,11.57
104.754,35.11,11.92
106.84,35.5,12.07
113.41,36.42,11.91
114.53,37.02,11.71
115.87,37.2,11.78
116.18,36.4,11.36
115.06,36.95,11.65
116.68,38.05,11.89
116.95,37.97,12.17
116.63,37.74,12.25
116.3616,37.79,12.44
118.0031,38.13,13.0095
117.56,38.38,13.24
118.88,39.12,13.65
119.17,39.27,13.66
118.52,40.34,13.8507
118.31,42.28,14.1904
118.11,41.28,14.53
118.17,42.03,14.62
118.03,42.28,14.44
117.6,41.19,13.8
119.28,42.73,14.38
119.29,42.63,14.11
116.69,41.2083,13.35
116.8165,41.1,13.53
116.36,41.15,13.33
118.44,41.53,13.66
119.65,42.86,14.16
119.92,43.86,14.36
119.25,43.39,14.23
118.64,43.39,14.24
118.73,43.05,14.11
120.1011,43.81,14.3502
117.1,42.44,13.94
117.67,43.08,13.74
116.34,41.51,13.21
116.55,41.23,13.3503
116.58,42.33,13.48
117.94,42.79,14.52
117.03,42.6,14.78
116.99,42.73,14.92
117.8,43.13,14.87
117.0,42.08,14.55
118.78,43.61,15.49
119.5,43.35,16.39
121.14,44.29,16.97
122.45,45.24,16.88
121.03,44.54,16.43
122.09,44.81,17.06
121.26,46.4,17.17
120.69,45.21,17.06
120.27,44.15,16.3521
120.52,43.9739,16.47
119.36,44.89,16.91
119.18,44.8,16.83
119.39,43.4,16.31
117.4,40.82,15.45
118.9,42.48,15.59
120.39,44.36,16.14
121.12,44.6,16.03
122.52,46.04,16.46
122.43,45.46,16.2
125.44,46.37,16.36
126.22,45.65,16.32
127.7025,47.19,16.77
127.56,46.36,16.79
123.15,46.7,16.3506
121.76,46.42,16.05
123.36,45.81,15.8
122.18,46.02,15.51
120.75,44.92,15.5
122.95,45.7,15.37
120.61,45.12,15.24
120.18,43.99,15.07
120.47,43.73,14.77
122.15,43.22,14.54
122.63,43.95,14.93
120.77,42.18,14.3
119.53,42.09,14.2
121.46,43.21,14.44
122.12,42.6,14.28
122.51,43.14,14.98
123.92,43.93,15.7
125.3,44.14,15.95
126.5548,44.34,15.94
126.61,44.08,15.8
126.41,43.16,15.76
127.17,43.25,15.8
127.4202,42.92,15.96
128.05,43.14,16.01
127.28,43.1,15.92
127.17,42.47,15.66
127.7,42.95,15.83
127.9,43.26,16.08
127.88,42.67,16.24
124.59,40.98,15.49
125.12,41.56,15.82
127.29,42.61,16.27
127.32,42.15,16.12
127.6,42.3,16.12
128.4,42.25,16.34
126.88,41.6297,16.07
126.97,41.01,15.899
126.7,41.25,15.73
128.13,41.36,15.81
129.01,40.9882,15.72
129.65,41.01,15.98
129.46,41.5,15.83
128.74,41.17,15.8
128.0,41.06,15.59
127.97,40.53,15.9089
127.8,41.55,15.69
129.3,42.0,15.57
129.7,41.84,15.46
129.89,41.68,15.38
130.99,41.85,15.38
132.28,41.73,15.36
131.23,41.27,15.3
132.41,41.62,15.27
131.18,41.79,15.22
131.68,42.79,15.46
130.6767,43.45,15.53
129.87,43.79,15.48
129.07,44.37,16.31
131.06,45.12,16.83
129.03,43.99,16.58
130.39,43.55,16.76
130.55,44.2,16.79
132.03,44.3,16.68
131.63,43.4,16.35
130.46,43.01,16.5
130.47,43.04,16.47
128.67,40.649,16.5501
126.33,39.76,16.46
125.92,39.0,16.33
125.8097,38.35,16.29
127.03,39.6798,16.43
124.32,39.65,16.22
123.23,39.0974,16.2
124.79,39.8,16.2702
125.16,40.58,16.79
125.19,39.7888,16.48
123.04,38.64,16.04
123.15,38.29,15.83
122.65,38.1904,15.76
122.94,38.64,15.57
122.58,38.84,15.62
123.01,38.67,15.59
124.91,39.33,15.7
125.5,40.26,16.1903
126.13,39.94,16.1008
127.35,40.11,16.14
127.3,40.4,16.23
126.48,40.9,16.19
127.02,40.05,15.9801
126.05,40.16,15.76
127.01,40.69,16.0
127.5,42.03,16.1
128.7,41.98,15.92
127.73,41.65,15.98
127.07,41.91,16.07
127.17,42.3171,16.19
127.06,42.85,16.37
126.27,42.39,16.3
125.99,42.87,16.49
125.71,42.91,16.4894
127.91,43.34,16.585
127.4,42.92,17.02
128.0,43.35,17.49
128.9,43.31,18.32
127.47,43.75,18.09
127.71,43.72,18.32
127.11,43.07,17.86
127.94,43.85,18.16
128.63,44.44,18.36
129.36,44.98,18.71
128.93,45.0423,18.32
129.3,45.25,18.52
128.9,44.9,18.47
128.23,44.31,18.21
128.95,45.03,18.2708
128.38,45.28,18.42
128.68,45.23,18.4485
128.53,45.83,18.57
128.04,45.16,18.39
127.88,45.88,18.59
128.57,46.03,18.56
128.26,46.04,18.75
129.73,47.4,19.2097
130.53,47.6503,19.45
130.68,47.67,19.44
130.38,45.23,18.64
129.2,45.77,19.04
129.8658,46.04,19.1
128.64,44.91,18.91
129.08,44.73,18.86
129.76,44.78,19.19
129.9,43.48,19.24
129.4,42.84,18.67
130.55,43.89,19.04
130.43,44.02,19.46
129.3888,42.97,18.97
128.89,42.97,19.06
127.12,42.11,18.22
126.29,42.63,18.0
123.36,41.03,17.51
126.27,42.32,18.04
125.21,41.46,17.85
127.1547,41.7401,18.09
130.93,41.44,18.41
131.06,40.0995,17.97
130.68,39.93,17.61
131.26,40.62,17.72
129.37,38.54,17.07
127.22,38.55,16.8098
122.16,37.02,15.7
125.26,40.1615,16.315
121.47,37.67,15.5
124.89,39.19,16.3434
125.05,39.58,16.42
125.96,40.33,16.66
124.69,39.32,16.24
124.85,39.1697,16.16
127.75,39.8619,16.41
126.37,38.49,16.08
125.57,37.79,15.73
124.26,36.86,15.46
124.83,38.15,15.58
125.99,37.68,15.59
126.73,37.79,15.53
128.5,37.97,15.77
128.93,37.55,15.52
128.34,38.02,15.71
130.07,38.6,15.87
131.02,38.6,16.0
131.42,39.55,16.21
130.37,38.93,16.09
129.25,38.29,15.76
129.57,38.55,15.38
128.34,38.78,15.12
127.65,39.55,14.96
127.35,37.91,14.75
124.83,37.02,14.47
123.5569,36.54,14.33
123.2956,36.31,14.16
123.58,36.69,14.11
123.47,36.64,13.9898
127.37,38.78,14.87
127.9,37.75,14.95
127.37,38.86,14.9
128.9829,39.81,15.22
129.32,40.15,15.2592
129.87,40.72,15.16
129.96,40.28,15.0
128.67,39.03,14.64
122.97,38.32,14.36
126.44,40.25,15.11
126.32,38.96,15.08
127.3,39.1683,15.21
128.18,39.8,15.91
128.78,40.74,16.3
128.67,40.44,16.1
129.06,40.71,16.15
127.43,39.72,15.92
129.25,40.98,16.32
130.03,41.5,16.39
130.46,41.22,16.41
130.73,40.97,16.35
130.41,40.74,16.32
130.79,40.55,16.42
131.1704,39.67,16.19
130.69,38.65,15.98
127.69,37.36,15.42
127.96,37.8,15.34
127.47,37.32,15.29
128.83,37.97,15.66
128.8741,37.39,15.58
128.67,37.66,15.56
128.72,37.11,15.18
127.57,37.2093,15.22
125.21,36.59,14.7404
124.57,35.9491,14.46
125.78,36.36,14.66
123.83,35.87,14.61
125.08,36.4,14.67
123.31,35.94,14.36
125.31,36.74,14.73
126.03,37.84,15.1
126.22,38.47,15.39
126.99,38.73,15.28
126.02,38.34,15.39
127.27,39.93,15.91
126.99,39.92,15.96
128.63,40.64,16.19
128.43,40.97,16.18
128.6569,40.51,16.07
129.2,40.72,16.18
129.92,41.03,16.31
130.24,40.24,16.27
131.45,41.31,16.52
131.61,40.43,16.5105
131.42,39.63,16.27
132.42,39.51,16.33
133.51,39.54,16.65
134.67,39.36,16.43
134.4,38.7891,16.34
135.5,38.49,16.46
135.51,38.34,16.4
135.2347,38.98,16.31
136.18,39.36,16.25
136.88,39.56,16.49
137.92,40.11,17.0
138.4,39.67,17.13
138.79,39.52,17.24
138.4,39.47,16.97
139.91,40.66,17.3
140.35,39.25,17.39
142.1,38.87,16.78
140.895,37.15,16.31
137.3,37.9,16.1
138.28,37.9995,16.19
139.81,38.19,16.09
140.15,37.5,16.11
140.42,37.97,16.26
139.29,36.98,16.06
139.52,37.0608,16.06
141.84,37.7,16.22
140.9,37.45,16.07
143.64,37.61,16.09
143.85,37.5294,15.9987
144.24,36.98,15.96
144.82,38.14,16.2
145.94,39.89,16.52
145.35,40.86,16.62
146.7,40.43,16.82
146.09,39.87,16.64
144.7,40.27,16.44
144.59,39.8626,16.25
143.89,39.82,16.23
142.93,39.74,16.14
142.49,39.58,15.87
143.04,39.57,16.0
144.38,39.41,16.06
144.0,39.06,16.14
144.24,38.01,15.83
143.95,37.83,15.8095
145.3,37.71,15.78
143.53,37.47,15.73
142.2484,37.49,15.75
143.61,37.95,16.03
144.33,38.43,16.29
144.25,39.07,16.49
144.54,39.48,16.7
146.02,40.35,16.92
144.3572,39.36,17.01
145.94,40.67,17.21
144.88,40.89,17.22
145.14,41.57,17.89
144.26,41.44,17.66
145.13,40.73,17.64
144.84,40.42,17.53
144.69,40.06,17.73
145.39,39.83,17.77
144.99,40.16,17.78
145.66,41.17,17.83
145.89,42.15,18.0
145.12,41.82,17.92
145.31,42.7,18.21
146.0,42.58,18.37
146.36,42.31,18.28
146.73,42.11,18.15
147.21,43.0,18.49
147.56,43.78,18.34
147.34,43.92,18.52
147.13,44.4,18.69
148.79,44.54,18.58
147.58,43.27,18.61
148.2,43.7,18.705
147.99,44.44,18.57
149.24,44.94,18.7284
148.89,44.51,18.61
149.82,45.02,18.98
153.26,44.55,18.61
154.53,43.83,18.46
156.4,45.05,19.31
155.42,45.21,19.93
159.21,44.82,19.98
161.67,45.2,20.18
161.43,44.9779,19.96
161.05,45.05,20.39
159.18,44.41,20.1308
162.11,45.2,20.38
163.4,45.79,20.84
163.16,45.48,20.65
163.48,45.0,20.79
164.08,44.75,20.7718
164.82,45.49,20.9538
165.6205,45.36,21.3
163.9,45.1,21.17
163.98,45.4,21.04
164.18,46.6,21.51
162.89,46.56,21.45
163.33,47.15,21.42
163.3,47.77,21.28
164.46,47.82,21.535
163.57,47.2,20.88
161.81,46.0405,20.52
159.63,45.63,20.12
161.06,46.25,20.71
162.36,46.81,20.95
163.15,46.47,21.12
159.43,45.39,20.18
161.4158,45.72,20.88
163.3914,45.98,20.85
161.6,45.62,20.4
159.7,45.38,20.43
163.4678,46.33,20.575
164.64,46.08,20.2603
162.3912,45.28,19.95
161.16,45.42,19.96
157.35,44.55,18.84
156.52,44.64,19.38
154.0,44.46,19.27
156.5,45.245,19.64
157.64,46.28,19.68
158.56,45.66,19.77
158.0,45.29,19.45
160.23,45.7,19.68
160.9872,45.7,19.85
161.54,46.1,19.81
161.34,45.83,19.66
163.55,46.53,19.98
163.4,46.05,20.08
163.7,46.55,20.14
164.42,46.12,20.73
163.81,46.17,20.48
164.34,46.81,20.57
164.1,47.6407,20.49
164.35,47.52,20.4857
163.44,47.0,20.24
163.36,46.55,20.02
163.97,47.24,20.05
163.84,45.68,19.85
165.0006,45.24,20.05
164.64,44.27,19.77
165.71,44.26,19.99
163.1,44.9,20.52
165.63,44.68,20.78
167.65,44.65,20.14
167.99,44.85,20.04
168.61,45.3,20.19
169.99,45.61,20.69
171.1,45.81,20.72
172.1143,45.94,20.7
172.0068,44.95,20.355
172.36,45.98,20.56
170.47,45.24,20.23
169.0301,45.47,20.19
168.39,44.75,19.97
169.25,45.06,20.14
170.3,45.015,20.21
169.65,44.1,20.0
171.691,44.06,20.12
169.81,42.9704,19.85
167.85,42.68,19.6187
170.1,43.72,19.59
170.86,44.32,19.87
170.4,43.83,19.93
168.58,42.4,19.32
168.5,42.77,19.43
167.63,42.11,19.0
167.46,42.12,19.13
167.91,42.7,19.4904
168.44,43.24,19.68
168.9,42.87,19.47
166.44,41.93,19.16
164.3,41.09,18.83
164.76,41.1,18.709
165.11,40.92,18.54
163.27,40.58,18.49
165.01,40.59,18.5501
164.57,40.59,18.51
164.44,41.29,18.31
163.87,42.13,18.53
162.75,41.02,18.47
162.06,40.63,18.21
164.24,40.85,18.63
163.7,40.5,18.34
165.2,40.68,18.6003
165.59,40.67,18.69
164.06,40.12,18.34
165.85,40.05,18.42
165.74,39.4,18.01
168.33,40.07,18.33
170.61,40.04,18.54
171.11,40.72,18.59
171.61,40.81,18.86
173.52,41.5129,19.22
175.19,40.59,18.97
176.78,41.19,19.23
175.49,40.7,19.08
174.9,40.19,18.72
174.93,39.2383,18.43
174.9,39.67,18.53
174.4,41.18,18.6504
175.0858,40.61,18.55
174.7451,39.7895,18.33
178.74,39.92,18.4
183.84,40.69,18.75
183.5812,41.57,18.98
184.64,42.27,19.43
183.89,41.52,18.97
182.9365,41.5,19.0
182.01,41.2,18.47
181.06,40.69,18.14
180.26,40.24,17.99
182.6,41.1616,18.39
179.95,40.1,17.74
177.67,39.76,17.25
176.5,39.31,17.19
172.1,38.2994,16.66
168.83,36.23,15.67
167.4601,35.38,15.59
168.18,35.52,15.85
164.1,34.63,15.15
168.5,37.13,16.04
171.32,36.53,16.17
172.19,36.27,16.24
171.57,36.46,16.3
166.32,35.27,15.74
162.17,34.76,15.1
161.35,35.12,15.55
160.6426,33.2883,15.17
164.13,34.82,15.4808
167.52,37.79,15.94
164.85,35.28,15.3999
170.5753,36.82,15.79
172.06,37.4,15.95
173.29,37.42,16.24
172.71,37.62,16.31
167.69,35.06,15.85
163.06,33.11,15.25
167.28,34.1,15.5
167.0,34.44,15.69
164.57,33.08,15.38
160.04,31.35,15.01
163.64,32.81,15.02
164.01,32.73,15.48
168.64,33.37,15.9
171.33,34.0525,16.22
169.5,32.69,15.98
173.57,32.77,16.25
175.0,32.23,15.97
168.33,29.35,14.96
166.99,28.96,14.9
170.96,30.06,15.4
176.82,32.62,15.81
177.97,31.6191,15.75
179.69,31.58,15.82
176.01,30.74,15.65
174.36,30.03,15.1
171.54,28.25,14.49
174.57,30.23,14.94
176.81,30.71,15.27
182.32,32.58,15.7
183.0,31.6,15.79
184.59,31.98,15.98
186.08,32.76,16.25
184.9698,32.45,16.23
188.19,31.87,16.42
189.71,31.64,16.49
178.0,31.36,16.25
179.68,32.77,16.71
178.13,32.32,16.5693
179.11,33.48,16.37
181.51,33.61,16.37
181.66,34.18,16.46
181.7331,34.11,16.41
184.99,36.56,16.96
185.57,36.61,17.185
185.59,35.93,16.98
181.55,32.47,16.13
184.0,33.7109,16.37
185.13,34.12,16.52
186.27,33.99,16.55
186.22,34.03,16.37
187.48,34.53,16.44
184.2,33.84,16.15
183.58,32.92,16.08
185.27,33.28,16.24
189.17,32.95,16.22
187.49,32.09,16.0287
187.82,32.34,16.07
186.81,31.4,15.98
186.71,30.67,15.77
183.37,30.02,15.4792
182.22,29.9,15.29
180.67,29.11,14.91
178.01,28.28,14.76
182.71,29.71,15.23
182.02,28.98,14.91
184.57,30.15,15.3108
187.01,30.86,15.89
189.92,30.88,16.04
191.18,33.64,16.35
190.65,33.26,16.5
191.99,32.82,16.68
192.4848,33.55,16.58
192.91,32.36,16.38
193.64,32.55,16.71
193.46,32.37,16.56
189.84,30.88,16.34
190.48,32.1,16.82
188.0071,32.1596,16.94
184.51,31.87,16.97
185.5,31.4,17.05
183.22,32.0,17.32
182.71,32.69,17.7
183.11,33.62,18.02
184.9553,33.22,18.18
185.19,32.9903,18.0
184.07,32.71,17.81
186.33,33.11,18.03
186.7326,34.06,18.23
185.57,34.44,18.31
184.81,34.71,18.46
184.39,35.69,18.73
182.2,35.44,18.7422
183.23,36.0717,19.01
180.73,35.8,18.55
181.86,36.8215,18.96
179.48,35.2598,18.78
180.36,34.85,18.99
179.8321,34.54,18.5796
181.7838,36.84,19.03
185.77,36.78,18.81
187.9105,37.31,19.09
188.63,37.18,18.84
191.33,37.36,18.83
191.79,37.88,19.26
190.01,37.23,18.9993
189.39,36.66,18.83
193.084,37.5306,18.98
193.21,37.8901,18.94
192.72,37.69,18.85
192.93,38.2676,19.0
192.48,38.06,18.99
192.45,37.86,19.02
192.7685,38.05,19.1904
193.03,38.6,19.31
191.76,37.22,18.99
193.31,38.08,19.0285
191.76,38.23,18.9288
192.31,38.08,19.01
192.61,37.15,18.86
193.71,38.6,19.18
193.73,38.65,19.42
193.03,38.3,19.43
193.87,38.06,19.07
198.38,38.66,19.36
196.78,38.07,19.02
197.75,39.1321,19.12
197.86,39.33,19.18
197.23,39.5096,19.15
197.1022,40.43,19.14
198.36,40.7,18.95
199.14,39.45,18.6
198.09,39.46,18.58
199.24,40.47,18.98
199.98,40.75,19.02
200.93,40.86,19.09
201.72,41.02,19.2
203.7741,43.62,19.63
204.94,43.64,19.87
207.03,44.87,20.26
205.71,44.44,20.08
204.74,44.53,20.02
204.32,45.5311,20.16
204.0,44.72,19.95
205.89,44.45,19.7879
206.45,45.48,19.98
208.46,45.92,20.12
207.44,45.76,20.0207
206.09,45.92,19.82
208.74,46.08,20.07
208.96,45.75,20.03
209.31,45.74,19.97
206.22,44.68,19.65
205.15,44.13,19.61
204.4,43.19,19.1
204.94,43.88,19.12
203.99,43.59,19.02
202.8,44.12,19.01
204.32,44.95,19.18
204.74,43.38,18.98
204.57,43.69,19.03
202.43,43.6187,19.23
200.03,43.44,19.17
199.83,43.51,19.43
197.89,41.92,19.06
199.06,42.98,19.19
202.02,43.65,19.77
203.4,43.22,19.43
206.47,43.94,19.69
206.71,43.3313,19.68
207.18,43.0,19.58
206.97,43.46,19.72
208.27,43.38,19.8
206.4729,42.33,19.56
203.96,41.43,19.15
202.44,41.5,19.23
199.99,40.72,19.0
201.0,41.23,19.12
199.96,37.141,18.92
199.92,36.1,18.82
199.44,36.191,18.55
199.42,36.79,18.89
199.67,35.04,18.9502
198.78,33.99,18.95
195.9841,33.52,18.99
198.04,33.32,19.16
195.53,33.62,19.12
195.99,34.44,19.15
195.11,34.0,19.29
195.22,33.98,19.29
194.8,33.3,19.1897
194.1,32.96,19.01
190.12,32.41,18.8224
188.34,32.16,18.44
187.92,30.89,18.08
190.78,32.71,18.39
195.28,33.77,19.09
193.71,32.77,18.98
196.6,34.37,19.35
192.14,32.88,19.16
194.3669,33.69,19.25
193.0,34.41,19.36
196.08,34.89,19.87
197.57,34.71,19.88
198.83,34.99,19.87
198.7,36.0325,20.0
199.07,36.49,19.99
193.87,36.02,19.68
192.48,35.26,19.4804
193.54,36.061,19.54
192.14,35.64,19.91
191.23,35.32,19.92
194.55,36.7,20.42
196.36,36.27,20.74
195.46,35.96,20.38
194.88,35.61,20.34
193.92,33.92,20.16
190.76,33.81,19.99
190.3,34.22,20.04
186.22,34.21,19.68
184.25,34.33,19.5
183.46,35.06,19.51
185.58,35.76,19.51
185.73,35.44,19.64
184.15,34.75,19.65
193.4,35.02,19.94
194.09,34.05,19.89
189.78,33.24,19.56
190.92,34.58,20.06
190.3126,34.98,20.06
193.49,35.78,20.2
195.1,36.01,20.63
196.32,36.5,20.79
196.5,36.11,20.75
196.9523,36.19,20.86
194.16,35.62,20.52
196.48,35.82,20.8209
198.76,36.24,20.97
199.43,36.57,21.14
198.27,36.85,21.05
198.62,36.72,20.94
197.87,36.76,21.0
198.88,36.87,21.04
198.88,37.42,21.08
198.9,37.07,20.86
198.7833,37.18,20.87
201.08,37.2,21.1
200.69,36.92,20.95
200.99,37.63,20.965
198.64,37.88,20.77
197.04,37.81,20.74
194.96,36.94,20.59
197.96,37.31,20.82
195.56,37.1,20.76
195.13,37.32,20.82
194.77,37.06,20.72
194.31,37.14,20.76
196.61,36.98,20.63
194.41,37.08,20.5501
196.26,37.58,20.87
199.12,39.04,21.32
199.39,39.23,21.48
200.55,38.8,21.49
203.52,39.88,21.67
204.38,39.84,21.77
206.24,41.96,22.2008
205.55,41.0,21.93
206.88,41.05,21.99
207.5677,41.333,22.3
205.85,40.96,22.19
207.367,41.53,22.55
205.02,40.61,22.4
205.6,41.55,22.39
205.0421,40.15,22.16
204.37,40.4,22.24
205.66,40.42,22.77
208.01,40.88,22.725
210.96,41.14,22.93
209.94,40.83,22.8606
210.28,41.16,22.9509
211.15,42.04,23.04
210.02,41.33,22.87
209.95,41.77,22.94
207.82,41.55,22.61
206.57,42.37,22.59
205.64,41.6,22.58
208.88,41.912,22.54
209.94,42.79,22.79
201.21,42.93,22.77
199.91,43.09,22.81
195.29,42.7977,22.51
193.71,42.25,21.86
193.53,41.47,21.35
192.44,41.68,21.43
191.41,42.24,21.5
191.49,41.42,21.19
194.8,41.45,21.26
194.68,41.7,21.03
197.53,43.04,21.53
192.36,42.33,21.2
195.26,42.57,21.51
193.36,42.01,21.36
191.4,41.28,21.16
189.85,40.31,20.76
190.03,40.85,21.04
188.39,40.1826,20.6
189.14,40.21,20.7297
185.83,39.06,19.9
186.33,39.43,20.0985
188.62,40.09,20.41
189.88,40.33,20.67
189.3,40.94,20.7
191.0,41.1,20.81
192.45,40.79,20.88
192.08,40.8685,21.04
190.98,40.49,20.75
192.75,41.15,21.24
191.75,40.99,21.14
190.76,41.27,21.18
189.71,40.78,20.87
189.01,40.69,20.91
189.17,41.25,21.2
190.14,41.84,21.44
192.17,42.54,21.4305
193.18,42.6011,21.48
194.6,43.0,21.61
192.18,42.65,21.74
191.69,42.77,21.61
191.76,43.0,21.69
193.85,43.83,21.85
195.46,43.99,21.64
194.47,43.69,20.91
193.0872,43.82,20.84
193.05,43.72,20.79
192.21,43.95,20.81
191.5366,43.96,20.8
191.11,43.1,20.4488
189.23,43.1,20.29
194.09,44.98,21.51
195.67,44.74,21.48
194.19,44.45,21.21
193.4,45.09,21.16
192.92,45.4,21.1
193.48,45.56,21.04
192.65,45.89,21.04
194.15,45.97,21.22
192.82,45.89,21.18
191.31,45.4897,21.04
192.0,45.91,21.15
193.85,46.4,21.22
194.03,46.38,21.94
194.36,46.25,22.18
203.5,46.2308,21.98
203.91,46.24,21.96
204.45,46.74,22.28
204.85,46.84,22.44
204.34,46.28,22.49
203.69,47.04,22.52
203.32,47.01,22.21
204.65,47.4,22.43
204.19,47.54,22.4097
204.31,47.94,22.4832
200.39,48.42,22.47
200.62,48.65,22.5
199.97,48.33,22.5
200.98,48.51,22.49
200.01,48.8,22.48
200.65,49.35,23.11
199.73,48.4,23.25
199.98,49.35,23.48
200.6,49.12,23.42
200.62,49.35,23.71
198.63,48.41,23.18
199.23,48.63,23.35
201.67,49.1,23.4991
198.63,48.22,22.97
198.89,47.85,23.02
202.18,49.16,23.37
200.65,48.6,23.02
202.59,48.73,23.15
205.86,49.49,23.46
207.03,49.88,23.84
208.29,50.05,23.7
209.85,50.59,23.86
210.04,50.23,23.69
209.4,50.35,23.59
210.2,50.2867,23.44
212.15,50.25,23.55
215.38,49.97,23.44
212.9,49.19,23.17
214.13,49.65,23.3
214.76,49.57,23.73
212.96,48.79,23.42
212.21,48.63,23.32
212.54,49.04,23.45
211.772,48.74,23.27
210.96,48.2,23.0187
209.83,47.84,23.14
212.8,47.55,23.03
212.92,48.01,23.17
214.32,48.03,23.38
212.77,46.96,23.01
209.1,46.79,22.8
209.07,47.88,23.05
209.56,48.74,23.25
211.86,48.94,23.1
211.5,49.21,23.55
210.79,48.9,23.49
210.44,48.39,23.28
210.84,48.43,23.07
210.53,48.11,22.96
210.11,46.8032,22.76
195.74,47.15,21.94
191.15,47.4,21.67
189.27,47.68,21.55
192.16,48.32,21.69
192.69,49.02,22.2102
194.16,48.86,21.9802
194.78,49.08,22.31
199.13,48.96,22.29
201.87,48.76,22.0982
200.12,48.25,22.25
203.94,48.63,22.57
203.79,47.71,22.56
202.81,48.57,22.69
202.9434,49.22,22.68
204.69,49.7,22.99
203.37,49.05,22.77
204.1676,48.84,22.86
202.09,49.77,22.85
202.25,50.201,23.0386
204.0,50.87,23.1
205.25,51.26,23.27
208.02,52.28,23.46
207.24,52.53,23.59
208.5,53.43,23.78
205.48,52.82,23.52
204.6905,52.9023,23.5
207.44,54.557,23.77
206.22,54.09,23.42
206.97,54.6,23.58
208.59,55.71,23.59
208.25,54.6,23.37
208.6,54.54,23.59
205.16,53.78,23.55
203.0,52.84,23.25
204.85,53.77,23.54
206.97,54.64,23.88
203.17,53.46,23.49
204.59,53.9,23.7
201.01,53.0,23.45
203.97,54.04,23.68
203.448,53.7,23.75
203.0241,54.03,23.83
204.44,53.99,24.2
200.67,53.0853,23.63
198.4935,52.96,23.5799
193.99,50.88,23.12
195.31,51.51,23.17
195.97,52.65,23.43
196.05,53.03,23.41
191.73,53.12,23.32
192.15,53.22,23.21
190.78,52.57,23.27
190.98,52.3084,22.83
